ethnicity,LAD19CD,count_lad19
Mixed/multiple ethnic groups: Other Mixed,E06000024,398
Asian/Asian British,E06000024,2436
Asian/Asian British: Indian,E06000024,817
Asian/Asian British: Pakistani,E06000024,111
Asian/Asian British: Bangladeshi,E06000024,299
Asian/Asian British: Chinese,E06000024,619
Asian/Asian British: Other Asian,E06000024,590
Black/African/Caribbean/Black British,E06000024,632
Black/African/Caribbean/Black British: African,E06000024,383
Black/African/Caribbean/Black British: Caribbean,E06000024,188
Black/African/Caribbean/Black British: Other Black,E06000024,61
Other ethnic group,E06000024,389
Other ethnic group: Arab,E06000024,127
Other ethnic group: Any other ethnic group,E06000024,262
All usual residents,E06000026,256384
White,E06000026,246509
White: English/Welsh/Scottish/Northern Irish/British,E06000026,238263
White: Irish,E06000026,1105
White: Gypsy or Irish Traveller,E06000026,153
White: Other White,E06000026,6988
Mixed/multiple ethnic groups,E06000026,3287
Mixed/multiple ethnic groups: White and Black Caribbean,E06000026,904
Mixed/multiple ethnic groups: White and Black African,E06000026,523
Mixed/multiple ethnic groups: White and Asian,E06000026,1028
Mixed/multiple ethnic groups: Other Mixed,E06000026,832
Asian/Asian British,E06000026,3906
Asian/Asian British: Indian,E06000026,875
Asian/Asian British: Pakistani,E06000026,202
Asian/Asian British: Bangladeshi,E06000026,359
Asian/Asian British: Chinese,E06000026,1251
Asian/Asian British: Other Asian,E06000026,1219
Black/African/Caribbean/Black British,E06000026,1678
Black/African/Caribbean/Black British: African,E06000026,1106
Black/African/Caribbean/Black British: Caribbean,E06000026,343
Black/African/Caribbean/Black British: Other Black,E06000026,229
Other ethnic group,E06000026,1004
Other ethnic group: Arab,E06000026,399
Other ethnic group: Any other ethnic group,E06000026,605
All usual residents,E06000025,262767
White,E06000025,249574
White: English/Welsh/Scottish/Northern Irish/British,E06000025,241611
White: Irish,E06000025,1223
White: Gypsy or Irish Traveller,E06000025,271
White: Other White,E06000025,6469
Mixed/multiple ethnic groups,E06000025,3667
Mixed/multiple ethnic groups: White and Black Caribbean,E06000025,1516
Mixed/multiple ethnic groups: White and Black African,E06000025,396
Mixed/multiple ethnic groups: White and Asian,E06000025,1016
Mixed/multiple ethnic groups: Other Mixed,E06000025,739
Asian/Asian British,E06000025,6440
Asian/Asian British: Indian,E06000025,2699
Asian/Asian British: Pakistani,E06000025,698
Asian/Asian British: Bangladeshi,E06000025,238
Asian/Asian British: Chinese,E06000025,1312
Asian/Asian British: Other Asian,E06000025,1493
Black/African/Caribbean/Black British,E06000025,2218
Black/African/Caribbean/Black British: African,E06000025,987
Black/African/Caribbean/Black British: Caribbean,E06000025,980
Black/African/Caribbean/Black British: Other Black,E06000025,251
Other ethnic group,E06000025,868
Other ethnic group: Arab,E06000025,366
Other ethnic group: Any other ethnic group,E06000025,502
All usual residents,E06000030,209156
White,E06000030,187898
White: English/Welsh/Scottish/Northern Irish/British,E06000030,177028
White: Irish,E06000030,1852
White: Gypsy or Irish Traveller,E06000030,180
White: Other White,E06000030,8838
Mixed/multiple ethnic groups,E06000030,4226
Mixed/multiple ethnic groups: White and Black Caribbean,E06000030,1506
Mixed/multiple ethnic groups: White and Black African,E06000030,568
Mixed/multiple ethnic groups: White and Asian,E06000030,1163
Mixed/multiple ethnic groups: Other Mixed,E06000030,989
Asian/Asian British,E06000030,13365
Asian/Asian British: Indian,E06000030,6901
Asian/Asian British: Pakistani,E06000030,1292
Asian/Asian British: Bangladeshi,E06000030,936
Asian/Asian British: Chinese,E06000030,954
Asian/Asian British: Other Asian,E06000030,3282
Black/African/Caribbean/Black British,E06000030,2861
Black/African/Caribbean/Black British: African,E06000030,1718
Black/African/Caribbean/Black British: Caribbean,E06000030,807
Black/African/Caribbean/Black British: Other Black,E06000030,336
Other ethnic group,E06000030,806
Other ethnic group: Arab,E06000030,188
Other ethnic group: Any other ethnic group,E06000030,618
All usual residents,E06000027,130959
White,E06000027,127699
White: English/Welsh/Scottish/Northern Irish/British,E06000027,124162
White: Irish,E06000027,657
White: Gypsy or Irish Traveller,E06000027,37
White: Other White,E06000027,2843
Mixed/multiple ethnic groups,E06000027,1420
Mixed/multiple ethnic groups: White and Black Caribbean,E06000027,440
Mixed/multiple ethnic groups: White and Black African,E06000027,195
Mixed/multiple ethnic groups: White and Asian,E06000027,443
Mixed/multiple ethnic groups: Other Mixed,E06000027,342
Asian/Asian British,E06000027,1353
Asian/Asian British: Indian,E06000027,403
Asian/Asian British: Pakistani,E06000027,79
Asian/Asian British: Bangladeshi,E06000027,99
Asian/Asian British: Chinese,E06000027,261
Asian/Asian British: Other Asian,E06000027,511
Black/African/Caribbean/Black British,E06000027,251
Black/African/Caribbean/Black British: African,E06000027,140
Black/African/Caribbean/Black British: Caribbean,E06000027,73
Black/African/Caribbean/Black British: Other Black,E06000027,38
Other ethnic group,E06000027,236
Other ethnic group: Arab,E06000027,100
Other ethnic group: Any other ethnic group,E06000027,136
All usual residents,E06000054,470981
White,E06000054,454971
White: English/Welsh/Scottish/Northern Irish/British,E06000054,439725
White: Irish,E06000054,2381
White: Gypsy or Irish Traveller,E06000054,757
White: Other White,E06000054,12108
Mixed/multiple ethnic groups,E06000054,5568
Mixed/multiple ethnic groups: White and Black Caribbean,E06000054,1968
Mixed/multiple ethnic groups: White and Black African,E06000054,656
Mixed/multiple ethnic groups: White and Asian,E06000054,1667
Mixed/multiple ethnic groups: Other Mixed,E06000054,1277
Asian/Asian British,E06000054,6178
Asian/Asian British: Indian,E06000054,1547
Asian/Asian British: Pakistani,E06000054,215
Asian/Asian British: Bangladeshi,E06000054,595
Asian/Asian British: Chinese,E06000054,1210
Asian/Asian British: Other Asian,E06000054,2611
Black/African/Caribbean/Black British,E06000054,3228
Black/African/Caribbean/Black British: African,E06000054,1418
Black/African/Caribbean/Black British: Caribbean,E06000054,1151
Black/African/Caribbean/Black British: Other Black,E06000054,659
Other ethnic group,E06000054,1036
Other ethnic group: Arab,E06000054,288
Other ethnic group: Any other ethnic group,E06000054,748
All usual residents,E07000040,132457
White,E07000040,130347
White: English/Welsh/Scottish/Northern Irish/British,E07000040,127442
White: Irish,E07000040,593
White: Gypsy or Irish Traveller,E07000040,90
White: Other White,E07000040,2222
Mixed/multiple ethnic groups,E07000040,904
Mixed/multiple ethnic groups: White and Black Caribbean,E07000040,238
Mixed/multiple ethnic groups: White and Black African,E07000040,89
Mixed/multiple ethnic groups: White and Asian,E07000040,358
Mixed/multiple ethnic groups: Other Mixed,E07000040,219
Asian/Asian British,E07000040,930
Asian/Asian British: Indian,E07000040,220
Asian/Asian British: Pakistani,E07000040,6
Asian/Asian British: Bangladeshi,E07000040,71
Asian/Asian British: Chinese,E07000040,210
Asian/Asian British: Other Asian,E07000040,423
Black/African/Caribbean/Black British,E07000040,146
Black/African/Caribbean/Black British: African,E07000040,68
Black/African/Caribbean/Black British: Caribbean,E07000040,61
Black/African/Caribbean/Black British: Other Black,E07000040,17
Other ethnic group,E07000040,130
Other ethnic group: Arab,E07000040,35
Other ethnic group: Any other ethnic group,E07000040,95
All usual residents,E07000041,117773
White,E07000041,109590
White: English/Welsh/Scottish/Northern Irish/British,E07000041,104013
White: Irish,E07000041,629
White: Gypsy or Irish Traveller,E07000041,93
White: Other White,E07000041,4855
Mixed/multiple ethnic groups,E07000041,1938
Mixed/multiple ethnic groups: White and Black Caribbean,E07000041,403
Mixed/multiple ethnic groups: White and Black African,E07000041,278
Mixed/multiple ethnic groups: White and Asian,E07000041,773
Mixed/multiple ethnic groups: Other Mixed,E07000041,484
Asian/Asian British,E07000041,4595
Asian/Asian British: Indian,E07000041,946
Asian/Asian British: Pakistani,E07000041,164
Asian/Asian British: Bangladeshi,E07000041,227
Asian/Asian British: Chinese,E07000041,1998
Asian/Asian British: Other Asian,E07000041,1260
Black/African/Caribbean/Black British,E07000041,667
Black/African/Caribbean/Black British: African,E07000041,492
Black/African/Caribbean/Black British: Caribbean,E07000041,128
Black/African/Caribbean/Black British: Other Black,E07000041,47
Other ethnic group,E07000041,983
Other ethnic group: Arab,E07000041,659
Other ethnic group: Any other ethnic group,E07000041,324
All usual residents,E07000042,77750
White,E07000042,76696
White: English/Welsh/Scottish/Northern Irish/British,E07000042,74554
White: Irish,E07000042,278
White: Gypsy or Irish Traveller,E07000042,88
White: Other White,E07000042,1776
Mixed/multiple ethnic groups,E07000042,484
Mixed/multiple ethnic groups: White and Black Caribbean,E07000042,132
Mixed/multiple ethnic groups: White and Black African,E07000042,69
Mixed/multiple ethnic groups: White and Asian,E07000042,169
Mixed/multiple ethnic groups: Other Mixed,E07000042,114
Asian/Asian British,E07000042,428
Asian/Asian British: Indian,E07000042,116
Asian/Asian British: Pakistani,E07000042,7
Asian/Asian British: Bangladeshi,E07000042,18
Asian/Asian British: Chinese,E07000042,167
Asian/Asian British: Other Asian,E07000042,120
Black/African/Caribbean/Black British,E07000042,94
Black/African/Caribbean/Black British: African,E07000042,64
Black/African/Caribbean/Black British: Caribbean,E07000042,17
Black/African/Caribbean/Black British: Other Black,E07000042,13
Other ethnic group,E07000042,48
Other ethnic group: Arab,E07000042,4
Other ethnic group: Any other ethnic group,E07000042,44
All usual residents,E07000043,93667
White,E07000043,91742
White: English/Welsh/Scottish/Northern Irish/British,E07000043,89832
White: Irish,E07000043,316
White: Gypsy or Irish Traveller,E07000043,45
White: Other White,E07000043,1549
Mixed/multiple ethnic groups,E07000043,785
Mixed/multiple ethnic groups: White and Black Caribbean,E07000043,294
Mixed/multiple ethnic groups: White and Black African,E07000043,75
Mixed/multiple ethnic groups: White and Asian,E07000043,287
Mixed/multiple ethnic groups: Other Mixed,E07000043,129
Asian/Asian British,E07000043,835
Asian/Asian British: Indian,E07000043,215
Asian/Asian British: Pakistani,E07000043,67
Asian/Asian British: Bangladeshi,E07000043,78
Asian/Asian British: Chinese,E07000043,152
Asian/Asian British: Other Asian,E07000043,323
Black/African/Caribbean/Black British,E07000043,158
Black/African/Caribbean/Black British: African,E07000043,63
Black/African/Caribbean/Black British: Caribbean,E07000043,70
Black/African/Caribbean/Black British: Other Black,E07000043,25
Other ethnic group,E07000043,147
Other ethnic group: Arab,E07000043,61
Other ethnic group: Any other ethnic group,E07000043,86
All usual residents,E07000044,83140
White,E07000044,81784
White: English/Welsh/Scottish/Northern Irish/British,E07000044,79681
White: Irish,E07000044,371
White: Gypsy or Irish Traveller,E07000044,45
White: Other White,E07000044,1687
Mixed/multiple ethnic groups,E07000044,653
Mixed/multiple ethnic groups: White and Black Caribbean,E07000044,161
Mixed/multiple ethnic groups: White and Black African,E07000044,75
Mixed/multiple ethnic groups: White and Asian,E07000044,264
Mixed/multiple ethnic groups: Other Mixed,E07000044,153
Asian/Asian British,E07000044,458
Asian/Asian British: Indian,E07000044,115
Asian/Asian British: Pakistani,E07000044,12
Asian/Asian British: Bangladeshi,E07000044,64
Asian/Asian British: Chinese,E07000044,102
Asian/Asian British: Other Asian,E07000044,165
Black/African/Caribbean/Black British,E07000044,121
Black/African/Caribbean/Black British: African,E07000044,73
Black/African/Caribbean/Black British: Caribbean,E07000044,36
Black/African/Caribbean/Black British: Other Black,E07000044,12
Other ethnic group,E07000044,124
Other ethnic group: Arab,E07000044,70
Other ethnic group: Any other ethnic group,E07000044,54
All usual residents,E07000045,124220
White,E07000045,122163
White: English/Welsh/Scottish/Northern Irish/British,E07000045,119480
White: Irish,E07000045,499
White: Gypsy or Irish Traveller,E07000045,118
White: Other White,E07000045,2066
Mixed/multiple ethnic groups,E07000045,925
Mixed/multiple ethnic groups: White and Black Caribbean,E07000045,255
Mixed/multiple ethnic groups: White and Black African,E07000045,92
Mixed/multiple ethnic groups: White and Asian,E07000045,323
Mixed/multiple ethnic groups: Other Mixed,E07000045,255
Asian/Asian British,E07000045,893
Asian/Asian British: Indian,E07000045,165
Asian/Asian British: Pakistani,E07000045,17
Asian/Asian British: Bangladeshi,E07000045,78
Asian/Asian British: Chinese,E07000045,347
Asian/Asian British: Other Asian,E07000045,286
Black/African/Caribbean/Black British,E07000045,117
Black/African/Caribbean/Black British: African,E07000045,48
Black/African/Caribbean/Black British: Caribbean,E07000045,52
Black/African/Caribbean/Black British: Other Black,E07000045,17
Other ethnic group,E07000045,122
Other ethnic group: Arab,E07000045,26
Other ethnic group: Any other ethnic group,E07000045,96
All usual residents,E07000046,63839
White,E07000046,63021
White: English/Welsh/Scottish/Northern Irish/British,E07000046,61985
White: Irish,E07000046,211
White: Gypsy or Irish Traveller,E07000046,54
White: Other White,E07000046,771
Mixed/multiple ethnic groups,E07000046,429
Mixed/multiple ethnic groups: White and Black Caribbean,E07000046,141
Mixed/multiple ethnic groups: White and Black African,E07000046,53
Mixed/multiple ethnic groups: White and Asian,E07000046,125
Mixed/multiple ethnic groups: Other Mixed,E07000046,110
Asian/Asian British,E07000046,271
Asian/Asian British: Indian,E07000046,39
Asian/Asian British: Pakistani,E07000046,3
Asian/Asian British: Bangladeshi,E07000046,17
Asian/Asian British: Chinese,E07000046,126
Asian/Asian British: Other Asian,E07000046,86
Black/African/Caribbean/Black British,E07000046,51
Black/African/Caribbean/Black British: African,E07000046,11
Black/African/Caribbean/Black British: Caribbean,E07000046,34
Black/African/Caribbean/Black British: Other Black,E07000046,6
Other ethnic group,E07000046,67
Other ethnic group: Arab,E07000046,31
Other ethnic group: Any other ethnic group,E07000046,36
All usual residents,E07000047,53553
White,E07000047,52730
White: English/Welsh/Scottish/Northern Irish/British,E07000047,51603
White: Irish,E07000047,233
White: Gypsy or Irish Traveller,E07000047,21
White: Other White,E07000047,873
Mixed/multiple ethnic groups,E07000047,402
Mixed/multiple ethnic groups: White and Black Caribbean,E07000047,126
Mixed/multiple ethnic groups: White and Black African,E07000047,56
Mixed/multiple ethnic groups: White and Asian,E07000047,130
Mixed/multiple ethnic groups: Other Mixed,E07000047,90
Asian/Asian British,E07000047,300
Asian/Asian British: Indian,E07000047,57
Asian/Asian British: Pakistani,E07000047,4
Asian/Asian British: Bangladeshi,E07000047,17
Asian/Asian British: Chinese,E07000047,93
Asian/Asian British: Other Asian,E07000047,129
Black/African/Caribbean/Black British,E07000047,59
Black/African/Caribbean/Black British: African,E07000047,26
Black/African/Caribbean/Black British: Caribbean,E07000047,23
Black/African/Caribbean/Black British: Other Black,E07000047,10
Other ethnic group,E07000047,62
Other ethnic group: Arab,E07000047,27
Other ethnic group: Any other ethnic group,E07000047,35
All usual residents,E06000059,365153
White,E06000059,357726
White: English/Welsh/Scottish/Northern Irish/British,E06000059,348936
White: Irish,E06000059,1676
White: Gypsy or Irish Traveller,E06000059,507
White: Other White,E06000059,6607
Mixed/multiple ethnic groups,E06000059,2895
Mixed/multiple ethnic groups: White and Black Caribbean,E06000059,842
Mixed/multiple ethnic groups: White and Black African,E06000059,362
Mixed/multiple ethnic groups: White and Asian,E06000059,1017
Mixed/multiple ethnic groups: Other Mixed,E06000059,674
Asian/Asian British,E06000059,3338
Asian/Asian British: Indian,E06000059,640
Asian/Asian British: Pakistani,E06000059,146
Asian/Asian British: Bangladeshi,E06000059,481
Asian/Asian British: Chinese,E06000059,764
Asian/Asian British: Other Asian,E06000059,1307
Black/African/Caribbean/Black British,E06000059,841
Black/African/Caribbean/Black British: African,E06000059,468
Black/African/Caribbean/Black British: Caribbean,E06000059,268
Black/African/Caribbean/Black British: Other Black,E06000059,105
Other ethnic group,E06000059,353
Other ethnic group: Arab,E06000059,101
Other ethnic group: Any other ethnic group,E06000059,252
All usual residents,E07000078,115732
White,E07000078,109084
White: English/Welsh/Scottish/Northern Irish/British,E07000078,102140
White: Irish,E07000078,1058
White: Gypsy or Irish Traveller,E07000078,68
White: Other White,E07000078,5818
Mixed/multiple ethnic groups,E07000078,1878
Mixed/multiple ethnic groups: White and Black Caribbean,E07000078,493
Mixed/multiple ethnic groups: White and Black African,E07000078,256
Mixed/multiple ethnic groups: White and Asian,E07000078,661
Mixed/multiple ethnic groups: Other Mixed,E07000078,468
Asian/Asian British,E07000078,3675
Asian/Asian British: Indian,E07000078,1584
Asian/Asian British: Pakistani,E07000078,179
Asian/Asian British: Bangladeshi,E07000078,315
Asian/Asian British: Chinese,E07000078,760
Asian/Asian British: Other Asian,E07000078,837
Black/African/Caribbean/Black British,E07000078,721
Black/African/Caribbean/Black British: African,E07000078,527
Black/African/Caribbean/Black British: Caribbean,E07000078,124
Black/African/Caribbean/Black British: Other Black,E07000078,70
Other ethnic group,E07000078,374
Other ethnic group: Arab,E07000078,172
Other ethnic group: Any other ethnic group,E07000078,202
All usual residents,E07000079,82881
White,E07000079,81075
White: English/Welsh/Scottish/Northern Irish/British,E07000079,78284
White: Irish,E07000079,503
White: Gypsy or Irish Traveller,E07000079,87
White: Other White,E07000079,2201
Mixed/multiple ethnic groups,E07000079,698
Mixed/multiple ethnic groups: White and Black Caribbean,E07000079,167
Mixed/multiple ethnic groups: White and Black African,E07000079,86
Mixed/multiple ethnic groups: White and Asian,E07000079,274
Mixed/multiple ethnic groups: Other Mixed,E07000079,171
Asian/Asian British,E07000079,794
Asian/Asian British: Indian,E07000079,218
Asian/Asian British: Pakistani,E07000079,16
Asian/Asian British: Bangladeshi,E07000079,38
Asian/Asian British: Chinese,E07000079,223
Asian/Asian British: Other Asian,E07000079,299
Black/African/Caribbean/Black British,E07000079,229
Black/African/Caribbean/Black British: African,E07000079,136
Black/African/Caribbean/Black British: Caribbean,E07000079,47
Black/African/Caribbean/Black British: Other Black,E07000079,46
Other ethnic group,E07000079,85
Other ethnic group: Arab,E07000079,4
Other ethnic group: Any other ethnic group,E07000079,81
All usual residents,E07000080,81961
White,E07000080,80699
White: English/Welsh/Scottish/Northern Irish/British,E07000080,79227
White: Irish,E07000080,277
White: Gypsy or Irish Traveller,E07000080,78
White: Other White,E07000080,1117
Mixed/multiple ethnic groups,E07000080,528
Mixed/multiple ethnic groups: White and Black Caribbean,E07000080,170
Mixed/multiple ethnic groups: White and Black African,E07000080,82
Mixed/multiple ethnic groups: White and Asian,E07000080,181
Mixed/multiple ethnic groups: Other Mixed,E07000080,95
Asian/Asian British,E07000080,473
Asian/Asian British: Indian,E07000080,159
Asian/Asian British: Pakistani,E07000080,25
Asian/Asian British: Bangladeshi,E07000080,1
Asian/Asian British: Chinese,E07000080,129
Asian/Asian British: Other Asian,E07000080,159
Black/African/Caribbean/Black British,E07000080,199
Black/African/Caribbean/Black British: African,E07000080,99
Black/African/Caribbean/Black British: Caribbean,E07000080,58
Black/African/Caribbean/Black British: Other Black,E07000080,42
Other ethnic group,E07000080,62
Other ethnic group: Arab,E07000080,5
Other ethnic group: Any other ethnic group,E07000080,57
All usual residents,E07000081,121688
White,E07000081,108462
White: English/Welsh/Scottish/Northern Irish/British,E07000081,102912
White: Irish,E07000081,850
White: Gypsy or Irish Traveller,E07000081,136
White: Other White,E07000081,4564
Mixed/multiple ethnic groups,E07000081,3565
Mixed/multiple ethnic groups: White and Black Caribbean,E07000081,2139
Mixed/multiple ethnic groups: White and Black African,E07000081,316
Mixed/multiple ethnic groups: White and Asian,E07000081,551
Mixed/multiple ethnic groups: Other Mixed,E07000081,559
Asian/Asian British,E07000081,5839
Asian/Asian British: Indian,E07000081,3204
Asian/Asian British: Pakistani,E07000081,639
Asian/Asian British: Bangladeshi,E07000081,490
Asian/Asian British: Chinese,E07000081,448
Asian/Asian British: Other Asian,E07000081,1058
Black/African/Caribbean/Black British,E07000081,3486
Black/African/Caribbean/Black British: African,E07000081,1100
Black/African/Caribbean/Black British: Caribbean,E07000081,1880
Black/African/Caribbean/Black British: Other Black,E07000081,506
Other ethnic group,E07000081,336
Other ethnic group: Arab,E07000081,119
Other ethnic group: Any other ethnic group,E07000081,217
All usual residents,E07000082,112779
White,E07000082,110426
White: English/Welsh/Scottish/Northern Irish/British,E07000082,107026
White: Irish,E07000082,591
White: Gypsy or Irish Traveller,E07000082,57
White: Other White,E07000082,2752
Mixed/multiple ethnic groups,E07000082,1216
Mixed/multiple ethnic groups: White and Black Caribbean,E07000082,364
Mixed/multiple ethnic groups: White and Black African,E07000082,129
Mixed/multiple ethnic groups: White and Asian,E07000082,428
Mixed/multiple ethnic groups: Other Mixed,E07000082,295
Asian/Asian British,E07000082,751
Asian/Asian British: Indian,E07000082,177
Asian/Asian British: Pakistani,E07000082,28
Asian/Asian British: Bangladeshi,E07000082,53
Asian/Asian British: Chinese,E07000082,193
Asian/Asian British: Other Asian,E07000082,300
Black/African/Caribbean/Black British,E07000082,260
Black/African/Caribbean/Black British: African,E07000082,96
Black/African/Caribbean/Black British: Caribbean,E07000082,125
Black/African/Caribbean/Black British: Other Black,E07000082,39
Other ethnic group,E07000082,126
Other ethnic group: Arab,E07000082,33
Other ethnic group: Any other ethnic group,E07000082,93
All usual residents,E07000083,81943
White,E07000083,79901
White: English/Welsh/Scottish/Northern Irish/British,E07000083,77010
White: Irish,E07000083,480
White: Gypsy or Irish Traveller,E07000083,305
White: Other White,E07000083,2106
Mixed/multiple ethnic groups,E07000083,776
Mixed/multiple ethnic groups: White and Black Caribbean,E07000083,294
Mixed/multiple ethnic groups: White and Black African,E07000083,54
Mixed/multiple ethnic groups: White and Asian,E07000083,258
Mixed/multiple ethnic groups: Other Mixed,E07000083,170
Asian/Asian British,E07000083,901
Asian/Asian British: Indian,E07000083,387
Asian/Asian British: Pakistani,E07000083,55
Asian/Asian British: Bangladeshi,E07000083,63
Asian/Asian British: Chinese,E07000083,158
Asian/Asian British: Other Asian,E07000083,238
Black/African/Caribbean/Black British,E07000083,255
Black/African/Caribbean/Black British: African,E07000083,132
Black/African/Caribbean/Black British: Caribbean,E07000083,79
Black/African/Caribbean/Black British: Other Black,E07000083,44
Other ethnic group,E07000083,110
Other ethnic group: Arab,E07000083,31
Other ethnic group: Any other ethnic group,E07000083,79
All usual residents,E07000187,109279
White,E07000187,107057
White: English/Welsh/Scottish/Northern Irish/British,E07000187,102987
White: Irish,E07000187,596
White: Gypsy or Irish Traveller,E07000187,246
White: Other White,E07000187,3228
Mixed/multiple ethnic groups,E07000187,996
Mixed/multiple ethnic groups: White and Black Caribbean,E07000187,266
Mixed/multiple ethnic groups: White and Black African,E07000187,144
Mixed/multiple ethnic groups: White and Asian,E07000187,354
Mixed/multiple ethnic groups: Other Mixed,E07000187,232
Asian/Asian British,E07000187,929
Asian/Asian British: Indian,E07000187,227
Asian/Asian British: Pakistani,E07000187,21
Asian/Asian British: Bangladeshi,E07000187,69
Asian/Asian British: Chinese,E07000187,256
Asian/Asian British: Other Asian,E07000187,356
Black/African/Caribbean/Black British,E07000187,210
Black/African/Caribbean/Black British: African,E07000187,124
Black/African/Caribbean/Black British: Caribbean,E07000187,57
Black/African/Caribbean/Black British: Other Black,E07000187,29
Other ethnic group,E07000187,87
Other ethnic group: Arab,E07000187,25
Other ethnic group: Any other ethnic group,E07000187,62
All usual residents,E07000188,114588
White,E07000188,112724
White: English/Welsh/Scottish/Northern Irish/British,E07000188,109199
White: Irish,E07000188,459
White: Gypsy or Irish Traveller,E07000188,132
White: Other White,E07000188,2934
Mixed/multiple ethnic groups,E07000188,869
Mixed/multiple ethnic groups: White and Black Caribbean,E07000188,285
Mixed/multiple ethnic groups: White and Black African,E07000188,105
Mixed/multiple ethnic groups: White and Asian,E07000188,278
Mixed/multiple ethnic groups: Other Mixed,E07000188,201
Asian/Asian British,E07000188,735
Asian/Asian British: Indian,E07000188,144
Asian/Asian British: Pakistani,E07000188,34
Asian/Asian British: Bangladeshi,E07000188,150
Asian/Asian British: Chinese,E07000188,139
Asian/Asian British: Other Asian,E07000188,268
Black/African/Caribbean/Black British,E07000188,140
Black/African/Caribbean/Black British: African,E07000188,76
Black/African/Caribbean/Black British: Caribbean,E07000188,54
Black/African/Caribbean/Black British: Other Black,E07000188,10
Other ethnic group,E07000188,120
Other ethnic group: Arab,E07000188,34
Other ethnic group: Any other ethnic group,E07000188,86
All usual residents,E07000189,161243
White,E07000189,158130
White: English/Welsh/Scottish/Northern Irish/British,E07000189,153123
White: Irish,E07000189,550
White: Gypsy or Irish Traveller,E07000189,148
White: Other White,E07000189,4309
Mixed/multiple ethnic groups,E07000189,1158
Mixed/multiple ethnic groups: White and Black Caribbean,E07000189,305
Mixed/multiple ethnic groups: White and Black African,E07000189,191
Mixed/multiple ethnic groups: White and Asian,E07000189,382
Mixed/multiple ethnic groups: Other Mixed,E07000189,280
Asian/Asian British,E07000189,1409
Asian/Asian British: Indian,E07000189,342
Asian/Asian British: Pakistani,E07000189,87
Asian/Asian British: Bangladeshi,E07000189,90
Asian/Asian British: Chinese,E07000189,378
Asian/Asian British: Other Asian,E07000189,512
Black/African/Caribbean/Black British,E07000189,357
Black/African/Caribbean/Black British: African,E07000189,207
Black/African/Caribbean/Black British: Caribbean,E07000189,111
Black/African/Caribbean/Black British: Other Black,E07000189,39
Other ethnic group,E07000189,189
Other ethnic group: Arab,E07000189,44
Other ethnic group: Any other ethnic group,E07000189,145
All usual residents,E07000246,144862
White,E07000246,141344
White: English/Welsh/Scottish/Northern Irish/British,E07000246,136249
White: Irish,E07000246,652
White: Gypsy or Irish Traveller,E07000246,207
White: Other White,E07000246,4236
Mixed/multiple ethnic groups,E07000246,1218
Mixed/multiple ethnic groups: White and Black Caribbean,E07000246,344
Mixed/multiple ethnic groups: White and Black African,E07000246,210
Mixed/multiple ethnic groups: White and Asian,E07000246,393
Mixed/multiple ethnic groups: Other Mixed,E07000246,271
Asian/Asian British,E07000246,1800
Asian/Asian British: Indian,E07000246,356
Asian/Asian British: Pakistani,E07000246,61
Asian/Asian British: Bangladeshi,E07000246,133
Asian/Asian British: Chinese,E07000246,474
Asian/Asian British: Other Asian,E07000246,776
Black/African/Caribbean/Black British,E07000246,306
Black/African/Caribbean/Black British: African,E07000246,200
Black/African/Caribbean/Black British: Caribbean,E07000246,69
Black/African/Caribbean/Black British: Other Black,E07000246,37
Other ethnic group,E07000246,194
Other ethnic group: Arab,E07000246,72
Other ethnic group: Any other ethnic group,E07000246,122
All usual residents,W06000001,69751
White,W06000001,68520
White: English/Welsh/Scottish/Northern Irish/British,W06000001,67349
White: Irish,W06000001,476
White: Gypsy or Irish Traveller,W06000001,65
White: Other White,W06000001,630
Mixed/multiple ethnic groups,W06000001,480
Mixed/multiple ethnic groups: White and Black Caribbean,W06000001,180
Mixed/multiple ethnic groups: White and Black African,W06000001,41
Mixed/multiple ethnic groups: White and Asian,W06000001,180
Mixed/multiple ethnic groups: Other Mixed,W06000001,79
Asian/Asian British,W06000001,491
Asian/Asian British: Indian,W06000001,135
Asian/Asian British: Pakistani,W06000001,33
Asian/Asian British: Bangladeshi,W06000001,53
Asian/Asian British: Chinese,W06000001,153
Asian/Asian British: Other Asian,W06000001,117
Black/African/Caribbean/Black British,W06000001,81
Black/African/Caribbean/Black British: African,W06000001,50
Black/African/Caribbean/Black British: Caribbean,W06000001,25
Black/African/Caribbean/Black British: Other Black,W06000001,6
Other ethnic group,W06000001,179
Other ethnic group: Arab,W06000001,134
Other ethnic group: Any other ethnic group,W06000001,45
All usual residents,W06000002,121874
White,W06000002,117573
White: English/Welsh/Scottish/Northern Irish/British,W06000002,115072
White: Irish,W06000002,570
White: Gypsy or Irish Traveller,W06000002,153
White: Other White,W06000002,1778
Mixed/multiple ethnic groups,W06000002,964
Mixed/multiple ethnic groups: White and Black Caribbean,W06000002,287
Mixed/multiple ethnic groups: White and Black African,W06000002,126
Mixed/multiple ethnic groups: White and Asian,W06000002,332
Mixed/multiple ethnic groups: Other Mixed,W06000002,219
Asian/Asian British,W06000002,2170
Asian/Asian British: Indian,W06000002,461
Asian/Asian British: Pakistani,W06000002,220
Asian/Asian British: Bangladeshi,W06000002,176
Asian/Asian British: Chinese,W06000002,905
Asian/Asian British: Other Asian,W06000002,408
Black/African/Caribbean/Black British,W06000002,289
